Datum/ Uhrzeit,Außenluft-temperatur [°C],ge. Wärme-lastgang [kW],Trink-WW-Lastgang [kW],Strom-lastgang [kW],,Eingabe,,
4/10/2022 4:00,2.616,240.94,36.39,18.19,,,,
4/10/2022 5:00,2.293,291.90,43.59,20.99,,,,
4/10/2022 6:00,2.761,337.53,49.83,114.73,,,,
4/10/2022 7:00,4.011,355.22,51.98,244.14,,,,
4/10/2022 8:00,5.669,349.07,50.75,273.00,,,,
4/10/2022 9:00,7.25,344.10,49.83,274.75,,,,
4/10/2022 10:00,8.55,320.84,46.30,273.17,,,,
4/10/2022 11:00,9.543,300.66,43.22,247.64,,,,
4/10/2022 12:00,10.284,287.54,41.16,191.68,,,,
4/10/2022 13:00,10.763,265.08,37.77,196.75,,,,
4/10/2022 14:00,10.957,249.06,35.30,207.59,,,,
4/10/2022 15:00,10.79,244.89,34.52,164.04,,,,
4/10/2022 16:00,10.278,240.02,33.64,94.09,,,,
4/10/2022 17:00,9.308,241.16,33.59,45.12,,,,
4/10/2022 18:00,7.416,274.04,37.94,29.91,,,,
4/10/2022 19:00,5.61,276.04,37.99,23.09,,,,
4/10/2022 20:00,4.814,275.31,37.64,18.71,,,,
4/10/2022 21:00,3.948,255.37,34.70,16.26,,,,
4/10/2022 22:00,3.163,224.90,30.39,15.04,,,,
4/10/2022 23:00,2.469,205.87,27.67,13.64,,,,
4/11/2022 0:00,1.834,206.14,27.57,13.29,,,,
4/11/2022 1:00,1.246,218.75,29.13,13.29,,,,
4/11/2022 2:00,0.727,225.90,29.97,13.29,,,,
4/11/2022 3:00,0.212,242.82,32.11,13.47,,,,
4/11/2022 4:00,-0.286,266.16,35.10,18.19,,,,
4/11/2022 5:00,-0.68,316.31,41.64,20.99,,,,
4/11/2022 6:00,0.395,367.56,48.32,114.73,,,,
4/11/2022 7:00,2.316,390.93,51.32,244.14,,,,
4/11/2022 8:00,4.596,383.96,50.31,273.00,,,,
4/11/2022 9:00,6.312,368.37,48.11,274.75,,,,
4/11/2022 10:00,7.503,352.62,45.85,273.17,,,,
4/11/2022 11:00,8.371,330.25,42.71,247.64,,,,
4/11/2022 12:00,9.009,315.60,40.57,191.68,,,,
4/11/2022 13:00,9.364,305.12,38.97,196.75,,,,
4/11/2022 14:00,9.432,301.77,38.28,207.59,,,,
4/11/2022 15:00,9.164,297.61,37.49,164.04,,,,
4/11/2022 16:00,8.563,297.73,37.24,94.09,,,,
4/11/2022 17:00,7.578,303.65,37.72,45.12,,,,
4/11/2022 18:00,5.713,297.79,36.76,29.91,,,,
4/11/2022 19:00,3.776,299.19,36.75,23.09,,,,
4/11/2022 20:00,3.039,293.91,35.96,18.71,,,,
4/11/2022 21:00,2.297,275.27,33.55,16.26,,,,
4/11/2022 22:00,1.598,241.73,29.36,15.04,,,,
4/11/2022 23:00,1.022,220.62,26.72,13.64,,,,
4/12/2022 0:00,0.52,224.58,27.13,13.29,,,,
4/12/2022 1:00,0.09,237.59,28.64,13.29,,,,
4/12/2022 2:00,-0.266,244.58,29.42,13.29,,,,
4/12/2022 3:00,-0.569,259.05,31.10,13.47,,,,
4/12/2022 4:00,-0.847,271.25,32.51,18.19,,,,
4/12/2022 5:00,-1.049,339.03,40.57,20.99,,,,
4/12/2022 6:00,-0.065,392.52,46.90,114.73,,,,
4/12/2022 7:00,1.763,411.37,49.10,244.14,,,,
4/12/2022 8:00,3.618,406.85,48.48,273.00,,,,
4/12/2022 9:00,4.916,388.75,46.23,274.75,,,,
4/12/2022 10:00,5.854,368.36,43.72,273.17,,,,
4/12/2022 11:00,6.499,345.67,40.95,247.64,,,,
4/12/2022 12:00,6.935,328.94,38.88,191.68,,,,
4/12/2022 13:00,7.184,316.65,37.35,196.75,,,,
4/12/2022 14:00,7.173,311.79,36.70,207.59,,,,
4/12/2022 15:00,6.865,306.11,35.96,164.04,,,,
4/12/2022 16:00,6.327,304.83,35.75,94.09,,,,
4/12/2022 17:00,5.512,309.41,36.24,45.12,,,,
4/12/2022 18:00,4.044,301.97,35.33,29.91,,,,
4/12/2022 19:00,2.383,299.66,35.04,23.09,,,,
4/12/2022 20:00,1.741,295.06,34.51,18.71,,,,
4/12/2022 21:00,1.135,274.93,32.17,16.26,,,,
4/12/2022 22:00,0.618,240.19,28.13,15.04,,,,
4/12/2022 23:00,0.179,218.09,25.57,13.64,,,,
4/13/2022 0:00,-0.271,211.62,24.85,13.29,,,,
4/13/2022 1:00,-0.649,219.34,25.80,13.29,,,,
4/13/2022 2:00,-0.948,225.56,26.59,13.29,,,,
4/13/2022 3:00,-1.196,235.94,27.88,13.47,,,,
4/13/2022 4:00,-1.393,245.51,29.08,18.19,,,,
4/13/2022 5:00,-1.517,304.72,36.20,20.99,,,,
4/13/2022 6:00,-0.493,366.91,43.71,114.73,,,,
4/13/2022 7:00,1.165,380.63,45.45,244.14,,,,
4/13/2022 8:00,2.952,378.28,45.22,273.00,,,,
4/13/2022 9:00,4.252,358.66,42.91,274.75,,,,
4/13/2022 10:00,5.103,339.78,40.72,273.17,,,,
4/13/2022 11:00,5.722,318.89,38.33,247.64,,,,
4/13/2022 12:00,6.201,300.10,36.22,191.68,,,,
4/13/2022 13:00,6.455,286.08,34.69,196.75,,,,
4/13/2022 14:00,6.461,280.07,34.14,207.59,,,,
4/13/2022 15:00,6.233,272.64,33.42,164.04,,,,
4/13/2022 16:00,5.805,267.11,32.95,94.09,,,,
4/13/2022 17:00,5.134,268.01,33.29,45.12,,,,
4/13/2022 18:00,3.84,266.78,33.36,29.91,,,,
4/13/2022 19:00,2.484,262.20,33.01,23.09,,,,
4/13/2022 20:00,1.931,253.16,32.06,18.71,,,,
4/13/2022 21:00,1.444,236.06,30.06,16.26,,,,
4/13/2022 22:00,1.003,205.60,26.31,15.04,,,,
4/13/2022 23:00,0.681,181.86,23.37,14.69,,,,
4/14/2022 0:00,0.39,178.33,23.02,13.64,,,,
4/14/2022 1:00,0.119,171.82,22.27,13.12,,,,
4/14/2022 2:00,-0.097,177.91,23.15,14.34,,,,
4/14/2022 3:00,-0.25,183.80,24.01,13.64,,,,
4/14/2022 4:00,-0.395,194.27,25.47,15.04,,,,
4/14/2022 5:00,-0.485,239.55,31.52,15.91,,,,
4/14/2022 6:00,0.269,277.95,36.69,19.76,,,,
4/14/2022 7:00,1.596,282.62,37.48,34.98,,,,
4/14/2022 8:00,3.259,270.96,36.16,43.72,,,,
4/14/2022 9:00,4.864,250.56,33.73,43.37,,,,
4/14/2022 10:00,6.11,237.02,32.29,43.55,,,,
4/14/2022 11:00,7.108,227.18,31.44,36.90,,,,
4/14/2022 12:00,7.829,211.37,29.79,26.93,,,,
4/14/2022 13:00,8.251,180.38,25.94,21.69,,,,
4/14/2022 14:00,8.416,174.53,25.65,20.29,,,,
4/14/2022 15:00,8.359,175.84,26.43,18.89,,,,
4/14/2022 16:00,8.063,178.61,27.47,17.66,,,,
4/14/2022 17:00,7.388,182.35,28.69,16.96,,,,
4/14/2022 18:00,5.981,187.48,30.15,17.49,,,,
4/14/2022 19:00,4.386,178.83,29.24,16.96,,,,
4/14/2022 20:00,3.674,175.26,29.04,19.06,,,,
4/14/2022 21:00,3.002,173.51,29.11,18.54,,,,
4/14/2022 22:00,2.427,152.18,25.84,16.26,,,,
4/14/2022 23:00,1.998,136.78,23.48,15.04,,,,
4/15/2022 0:00,1.642,144.39,25.01,13.64,,,,
4/15/2022 1:00,1.378,148.09,25.85,13.99,,,,
4/15/2022 2:00,1.135,144.75,25.43,14.69,,,,
4/15/2022 3:00,0.885,163.26,28.82,13.64,,,,
4/15/2022 4:00,0.627,196.22,34.76,13.99,,,,
4/15/2022 5:00,0.511,230.97,41.03,14.69,,,,
4/15/2022 6:00,1.659,202.81,36.10,13.64,,,,
4/15/2022 7:00,3.468,198.15,35.41,13.29,,,,
4/15/2022 8:00,5.82,193.04,34.71,13.29,,,,
4/15/2022 9:00,8.354,181.13,32.87,13.29,,,,
4/15/2022 10:00,10.599,167.06,30.67,13.99,,,,
4/15/2022 11:00,12.248,158.83,29.47,14.69,,,,
4/15/2022 12:00,13.345,149.25,27.95,13.64,,,,
4/15/2022 13:00,14.018,136.81,25.83,13.99,,,,
4/15/2022 14:00,14.319,137.18,26.09,14.69,,,,
4/15/2022 15:00,14.232,132.28,25.33,13.64,,,,
4/15/2022 16:00,13.761,132.31,25.50,12.94,,,,
4/15/2022 17:00,12.673,131.60,25.51,15.04,,,,
4/15/2022 18:00,9.99,138.52,27.00,16.09,,,,
4/15/2022 19:00,7.484,150.65,29.56,16.09,,,,
4/15/2022 20:00,6.639,155.73,30.86,15.04,,,,
4/15/2022 21:00,5.759,147.35,29.51,14.69,,,,
4/15/2022 22:00,4.893,137.08,27.79,14.69,,,,
4/15/2022 23:00,4.105,120.17,24.70,13.64,,,,
4/16/2022 0:00,3.403,110.88,23.13,13.29,,,,
4/16/2022 1:00,2.77,114.23,24.22,13.29,,,,
4/16/2022 2:00,2.207,116.49,25.12,13.29,,,,
4/16/2022 3:00,1.707,125.61,27.58,13.47,,,,
4/16/2022 4:00,1.226,136.10,30.46,18.19,,,,
4/16/2022 5:00,0.941,163.58,37.33,20.99,,,,
4/16/2022 6:00,2.545,186.25,43.35,114.73,,,,
4/16/2022 7:00,4.826,190.92,45.22,244.14,,,,
4/16/2022 8:00,7.871,185.88,44.64,273.00,,,,
4/16/2022 9:00,10.861,180.60,43.82,274.75,,,,
4/16/2022 10:00,12.914,169.13,41.32,273.17,,,,
4/16/2022 11:00,14.233,154.62,37.97,247.64,,,,
4/16/2022 12:00,15.073,142.25,35.08,191.68,,,,
4/16/2022 13:00,15.572,130.28,32.25,196.75,,,,
4/16/2022 14:00,15.747,126.89,31.53,207.59,,,,
4/16/2022 15:00,15.575,115.02,28.68,164.04,,,,
4/16/2022 16:00,15.037,109.62,27.45,94.09,,,,
4/16/2022 17:00,13.823,113.61,28.58,45.12,,,,
4/16/2022 18:00,11.358,124.80,31.59,29.91,,,,
4/16/2022 19:00,9.492,134.16,34.17,23.09,,,,
4/16/2022 20:00,8.865,136.49,34.92,18.71,,,,
4/16/2022 21:00,8.26,126.73,32.56,16.26,,,,
4/16/2022 22:00,7.667,108.69,28.04,15.04,,,,
4/16/2022 23:00,7.126,94.42,24.45,13.64,,,,
4/17/2022 0:00,6.625,90.20,23.43,13.29,,,,
4/17/2022 1:00,6.166,95.47,24.87,13.29,,,,
4/17/2022 2:00,5.748,98.45,25.69,13.29,,,,
4/17/2022 3:00,5.381,106.94,27.95,13.47,,,,
4/17/2022 4:00,4.997,122.02,31.93,18.19,,,,
4/17/2022 5:00,4.756,139.87,36.64,20.99,,,,
4/17/2022 6:00,5.845,159.48,41.82,114.73,,,,
4/17/2022 7:00,7.432,172.12,45.29,244.14,,,,
4/17/2022 8:00,9.804,172.34,45.63,273.00,,,,
4/17/2022 9:00,12.185,156.06,41.68,274.75,,,,
4/17/2022 10:00,13.858,146.48,39.56,273.17,,,,
4/17/2022 11:00,15.022,133.32,36.46,247.64,,,,
4/17/2022 12:00,15.799,131.28,36.37,191.68,,,,
4/17/2022 13:00,16.251,112.56,31.61,196.75,,,,
4/17/2022 14:00,16.421,104.28,29.69,207.59,,,,
4/17/2022 15:00,16.312,95.60,27.60,164.04,,,,
4/17/2022 16:00,15.951,89.01,26.05,94.09,,,,
4/17/2022 17:00,14.953,91.31,27.07,45.12,,,,
4/17/2022 18:00,12.488,99.84,29.94,29.91,,,,
4/17/2022 19:00,10.314,106.62,32.33,23.09,,,,
4/17/2022 20:00,9.646,104.47,31.99,18.71,,,,
4/17/2022 21:00,9.027,100.77,31.13,16.26,,,,
4/17/2022 22:00,8.361,84.74,26.37,15.04,,,,
4/17/2022 23:00,7.728,74.97,23.50,13.64,,,,
4/18/2022 0:00,7.1,73.23,23.10,13.29,,,,
4/18/2022 1:00,6.524,77.61,24.62,13.29,,,,
4/18/2022 2:00,6.026,80.16,25.57,13.29,,,,
4/18/2022 3:00,5.608,87.25,27.96,13.47,,,,
4/18/2022 4:00,5.177,99.78,32.12,18.19,,,,
4/18/2022 5:00,4.947,115.43,37.32,20.99,,,,
4/18/2022 6:00,6.487,131.17,42.57,114.73,,,,
4/18/2022 7:00,8.546,142.05,46.37,244.14,,,,
4/18/2022 8:00,11.38,142.77,46.96,273.00,,,,
4/18/2022 9:00,14.234,136.19,45.15,274.75,,,,
4/18/2022 10:00,16.127,122.42,40.93,273.17,,,,
4/18/2022 11:00,17.39,112.21,37.88,247.64,,,,
4/18/2022 12:00,18.221,110.81,37.78,191.68,,,,
4/18/2022 13:00,18.728,95.51,32.90,196.75,,,,
4/18/2022 14:00,18.917,88.98,30.98,207.59,,,,
4/18/2022 15:00,18.768,82.05,28.86,164.04,,,,
4/18/2022 16:00,18.25,76.86,27.31,94.09,,,,
4/18/2022 17:00,17.004,79.35,28.48,45.12,,,,
4/18/2022 18:00,14.442,82.58,29.90,29.91,,,,
4/18/2022 19:00,12.039,93.93,34.25,23.09,,,,
4/18/2022 20:00,11.195,92.70,33.95,18.71,,,,
4/18/2022 21:00,10.384,91.50,33.61,16.26,,,,
4/18/2022 22:00,9.592,80.10,29.50,15.04,,,,
4/18/2022 23:00,8.85,67.99,25.10,13.64,,,,
4/19/2022 0:00,8.13,68.22,25.22,13.29,,,,
4/19/2022 1:00,7.462,72.83,26.96,13.29,,,,
4/19/2022 2:00,6.878,75.79,28.08,13.29,,,,
4/19/2022 3:00,6.405,83.10,30.80,13.47,,,,
4/19/2022 4:00,5.919,95.75,35.47,18.19,,,,
4/19/2022 5:00,5.656,111.58,41.30,20.99,,,,
4/19/2022 6:00,7.505,131.34,48.55,114.73,,,,
4/19/2022 7:00,9.864,139.30,51.49,244.14,,,,
4/19/2022 8:00,12.778,140.97,52.11,273.00,,,,
4/19/2022 9:00,15.744,135.36,49.96,274.75,,,,
4/19/2022 10:00,17.789,126.06,46.50,273.17,,,,
4/19/2022 11:00,19.159,112.82,41.67,247.64,,,,
4/19/2022 12:00,20.045,111.99,41.43,191.68,,,,
4/19/2022 13:00,20.568,92.84,34.38,196.75,,,,
4/19/2022 14:00,20.751,84.89,31.44,207.59,,,,
4/19/2022 15:00,20.575,81.33,30.12,164.04,,,,
4/19/2022 16:00,19.972,72.36,26.78,94.09,,,,
4/19/2022 17:00,18.587,81.78,30.23,45.12,,,,
4/19/2022 18:00,15.654,85.32,31.48,29.91,,,,
4/19/2022 19:00,12.805,93.27,34.36,23.09,,,,
4/19/2022 20:00,11.745,96.04,35.30,18.71,,,,
4/19/2022 21:00,10.849,94.86,34.79,16.26,,,,
4/19/2022 22:00,9.985,83.06,30.38,15.04,,,,
4/19/2022 23:00,9.147,70.51,25.71,13.64,,,,
4/20/2022 0:00,8.35,67.68,24.59,13.29,,,,
4/20/2022 1:00,7.615,71.76,25.98,13.29,,,,
4/20/2022 2:00,6.947,74.12,26.74,13.29,,,,
4/20/2022 3:00,6.33,79.58,28.60,13.47,,,,
4/20/2022 4:00,5.735,90.54,32.43,18.19,,,,
4/20/2022 5:00,5.442,105.04,37.51,20.99,,,,
4/20/2022 6:00,7.493,130.48,46.49,114.73,,,,
4/20/2022 7:00,9.87,139.26,49.60,244.14,,,,
4/20/2022 8:00,12.529,140.58,50.09,273.00,,,,
4/20/2022 9:00,15.631,133.80,47.72,274.75,,,,
4/20/2022 10:00,18.021,123.72,44.23,273.17,,,,
4/20/2022 11:00,19.426,107.54,38.52,247.64,,,,
4/20/2022 12:00,20.202,106.12,38.02,191.68,,,,
4/20/2022 13:00,20.616,92.45,33.13,196.75,,,,
4/20/2022 14:00,20.71,79.09,28.35,207.59,,,,
4/20/2022 15:00,20.46,77.07,27.65,164.04,,,,
4/20/2022 16:00,19.765,66.86,24.01,94.09,,,,
4/20/2022 17:00,18.303,78.02,28.08,45.12,,,,
4/20/2022 18:00,15.34,84.74,30.61,29.91,,,,
4/20/2022 19:00,12.436,94.07,34.07,23.09,,,,
4/20/2022 20:00,11.337,92.41,33.52,18.71,,,,
4/20/2022 21:00,10.393,92.15,33.48,16.26,,,,
4/20/2022 22:00,9.435,80.20,29.21,15.04,,,,
4/20/2022 23:00,8.527,68.03,24.87,14.69,,,,
4/21/2022 0:00,7.706,64.79,23.79,13.64,,,,
4/21/2022 1:00,6.962,65.87,24.30,13.12,,,,
4/21/2022 2:00,6.303,65.89,24.42,14.34,,,,
4/21/2022 3:00,5.729,74.52,27.76,13.64,,,,
4/21/2022 4:00,5.215,86.61,32.41,15.04,,,,
4/21/2022 5:00,5.043,102.57,38.57,15.91,,,,
4/21/2022 6:00,7.423,122.61,46.32,19.76,,,,
4/21/2022 7:00,9.949,126.49,47.90,34.98,,,,
4/21/2022 8:00,12.701,123.25,46.70,43.72,,,,
4/21/2022 9:00,16.038,116.77,44.31,43.37,,,,
4/21/2022 10:00,18.334,117.42,44.52,43.55,,,,
4/21/2022 11:00,19.502,99.35,37.56,36.90,,,,
4/21/2022 12:00,20.235,96.59,36.40,26.93,,,,
4/21/2022 13:00,20.687,83.27,31.28,21.69,,,,
4/21/2022 14:00,20.836,92.82,34.74,20.29,,,,
4/21/2022 15:00,20.669,86.19,32.10,18.89,,,,
4/21/2022 16:00,20.138,81.06,30.00,17.66,,,,
4/21/2022 17:00,18.901,72.66,26.69,16.96,,,,
4/21/2022 18:00,15.854,75.26,27.44,17.49,,,,
4/21/2022 19:00,12.696,80.22,29.19,16.96,,,,
4/21/2022 20:00,11.607,81.69,29.83,19.06,,,,
4/21/2022 21:00,10.841,85.96,31.45,18.54,,,,
4/21/2022 22:00,10.073,76.17,27.88,16.26,,,,
4/21/2022 23:00,9.29,64.64,23.65,15.04,,,,
4/22/2022 0:00,8.523,70.51,25.81,13.64,,,,
4/22/2022 1:00,7.818,82.83,30.38,13.99,,,,
4/22/2022 2:00,7.176,75.37,27.74,14.69,,,,
4/22/2022 3:00,6.575,86.86,32.13,13.64,,,,
4/22/2022 4:00,6.031,104.73,39.02,13.99,,,,
4/22/2022 5:00,5.888,127.61,47.93,14.69,,,,
4/22/2022 6:00,7.834,107.91,40.82,13.64,,,,
4/22/2022 7:00,10.077,106.32,40.32,13.29,,,,
4/22/2022 8:00,12.956,106.61,40.49,13.29,,,,
4/22/2022 9:00,15.891,93.30,35.39,13.29,,,,
4/22/2022 10:00,17.801,89.56,33.76,13.99,,,,
4/22/2022 11:00,18.967,79.11,29.60,14.69,,,,
4/22/2022 12:00,19.666,77.02,28.62,13.64,,,,
4/22/2022 13:00,20.007,72.64,26.85,13.99,,,,
4/22/2022 14:00,19.981,64.62,23.78,14.69,,,,
4/22/2022 15:00,19.575,65.34,23.98,13.64,,,,
4/22/2022 16:00,18.823,63.60,23.30,12.94,,,,
4/22/2022 17:00,17.549,68.32,25.03,15.04,,,,
4/22/2022 18:00,15.509,69.38,25.45,16.09,,,,
4/22/2022 19:00,13.3,69.81,25.70,16.09,,,,
4/22/2022 20:00,11.992,77.00,28.54,15.04,,,,
4/22/2022 21:00,10.886,76.55,28.64,14.69,,,,
4/22/2022 22:00,10.02,67.85,25.69,14.69,,,,
4/22/2022 23:00,9.373,56.49,21.67,13.64,,,,
4/23/2022 0:00,8.874,55.28,21.52,13.29,,,,
4/23/2022 1:00,8.433,59.50,23.51,13.29,,,,
4/23/2022 2:00,8.072,61.02,24.47,13.29,,,,
4/23/2022 3:00,7.815,66.34,27.03,13.47,,,,
4/23/2022 4:00,7.443,75.60,31.29,18.19,,,,
4/23/2022 5:00,7.172,87.05,36.60,20.99,,,,
4/23/2022 6:00,8.284,99.58,42.55,114.73,,,,
4/23/2022 7:00,10.35,105.11,45.63,244.14,,,,
4/23/2022 8:00,12.71,106.30,46.77,273.00,,,,
4/23/2022 9:00,14.791,98.95,44.10,274.75,,,,
4/23/2022 10:00,16.46,89.68,40.53,273.17,,,,
4/23/2022 11:00,17.773,81.60,37.41,247.64,,,,
4/23/2022 12:00,18.711,80.22,37.33,191.68,,,,
4/23/2022 13:00,19.29,70.25,33.20,196.75,,,,
4/23/2022 14:00,19.459,68.98,33.12,207.59,,,,
4/23/2022 15:00,19.298,63.13,30.79,164.04,,,,
4/23/2022 16:00,18.768,60.84,30.12,94.09,,,,
4/23/2022 17:00,17.753,63.83,32.00,45.12,,,,
4/23/2022 18:00,16.148,67.08,33.89,29.91,,,,
4/23/2022 19:00,14.531,74.01,37.51,23.09,,,,
4/23/2022 20:00,13.663,78.36,39.73,18.71,,,,
4/23/2022 21:00,12.976,77.17,39.07,16.26,,,,
4/23/2022 22:00,12.388,68.18,34.42,15.04,,,,
4/23/2022 23:00,11.914,54.74,27.50,13.64,,,,
4/24/2022 0:00,11.504,52.90,26.40,13.29,,,,
4/24/2022 1:00,11.15,58.53,28.95,13.29,,,,
4/24/2022 2:00,10.882,62.99,30.82,13.29,,,,
4/24/2022 3:00,10.6,68.64,33.20,13.47,,,,
4/24/2022 4:00,10.268,82.49,39.41,18.19,,,,
4/24/2022 5:00,10.095,102.78,48.47,20.99,,,,
4/24/2022 6:00,11.141,128.31,59.77,114.73,,,,
4/24/2022 7:00,12.785,132.07,60.86,244.14,,,,
4/24/2022 8:00,15.069,121.66,55.58,273.00,,,,
4/24/2022 9:00,17.331,110.82,50.30,274.75,,,,
4/24/2022 10:00,19.119,104.43,47.07,273.17,,,,
4/24/2022 11:00,20.541,93.43,41.80,247.64,,,,
4/24/2022 12:00,21.604,94.00,41.74,191.68,,,,
4/24/2022 13:00,22.227,77.03,33.95,196.75,,,,
4/24/2022 14:00,22.431,70.61,30.89,207.59,,,,
4/24/2022 15:00,22.169,67.92,29.50,164.04,,,,
4/24/2022 16:00,21.132,60.77,26.21,94.09,,,,
4/24/2022 17:00,19.262,64.20,27.56,45.12,,,,
4/24/2022 18:00,16.755,72.84,31.23,29.91,,,,
4/24/2022 19:00,14.581,80.52,34.52,23.09,,,,
4/24/2022 20:00,13.412,83.98,36.00,18.71,,,,
4/24/2022 21:00,12.407,84.12,36.12,16.26,,,,
4/24/2022 22:00,11.492,74.80,32.23,15.04,,,,
4/24/2022 23:00,10.589,60.28,26.10,13.64,,,,
4/25/2022 0:00,9.793,61.25,26.67,13.29,,,,
4/25/2022 1:00,9.124,70.33,30.82,13.29,,,,
4/25/2022 2:00,8.664,74.60,32.91,13.29,,,,
4/25/2022 3:00,8.277,83.44,37.06,13.47,,,,
4/25/2022 4:00,7.859,98.12,43.87,18.19,,,,
4/25/2022 5:00,7.798,116.77,52.59,20.99,,,,
4/25/2022 6:00,9.148,140.44,63.71,114.73,,,,
4/25/2022 7:00,11.18,152.26,69.29,244.14,,,,
4/25/2022 8:00,13.862,163.79,74.29,273.00,,,,
4/25/2022 9:00,16.078,154.65,69.30,274.75,,,,
4/25/2022 10:00,17.739,147.15,64.69,273.17,,,,
4/25/2022 11:00,19.173,134.44,57.69,247.64,,,,
4/25/2022 12:00,20.243,136.10,56.72,191.68,,,,
4/25/2022 13:00,20.891,114.94,46.29,196.75,,,,
4/25/2022 14:00,21.101,106.95,41.45,207.59,,,,
4/25/2022 15:00,20.917,104.14,38.77,164.04,,,,
4/25/2022 16:00,20.262,94.06,33.60,94.09,,,,
4/25/2022 17:00,18.997,100.02,34.35,45.12,,,,
4/25/2022 18:00,16.78,113.91,37.73,29.91,,,,
4/25/2022 19:00,14.583,126.04,40.54,23.09,,,,
4/25/2022 20:00,13.708,131.31,41.19,18.71,,,,
4/25/2022 21:00,13.027,131.15,40.12,16.26,,,,
4/25/2022 22:00,12.334,116.08,34.64,15.04,,,,
4/25/2022 23:00,11.668,92.93,27.08,13.64,,,,
4/26/2022 0:00,10.905,95.47,27.23,13.29,,,,
4/26/2022 1:00,10.338,106.03,29.66,13.29,,,,
4/26/2022 2:00,9.911,114.56,31.49,13.29,,,,
4/26/2022 3:00,9.511,125.73,33.97,13.47,,,,
4/26/2022 4:00,9.175,145.85,38.75,18.19,,,,
4/26/2022 5:00,9.154,171.04,44.67,20.99,,,,
4/26/2022 6:00,9.713,202.49,52.02,114.73,,,,
4/26/2022 7:00,10.569,215.90,54.79,244.14,,,,
4/26/2022 8:00,11.65,228.34,57.48,273.00,,,,
4/26/2022 9:00,12.578,212.06,53.19,274.75,,,,
4/26/2022 10:00,13.346,192.98,48.30,273.17,,,,
4/26/2022 11:00,13.91,178.74,44.58,247.64,,,,
4/26/2022 12:00,14.1,165.90,41.17,191.68,,,,
4/26/2022 13:00,14.09,158.40,39.10,196.75,,,,
4/26/2022 14:00,13.937,149.59,36.72,207.59,,,,
4/26/2022 15:00,13.677,147.86,36.07,164.04,,,,
4/26/2022 16:00,13.286,145.68,35.31,94.09,,,,
4/26/2022 17:00,12.639,147.14,35.38,45.12,,,,
4/26/2022 18:00,11.608,151.89,36.21,29.91,,,,
4/26/2022 19:00,10.149,165.03,38.98,23.09,,,,
4/26/2022 20:00,9.253,164.43,38.50,18.71,,,,
4/26/2022 21:00,8.587,161.19,37.44,16.26,,,,
4/26/2022 22:00,8.137,137.68,31.75,15.04,,,,
4/26/2022 23:00,7.77,123.67,28.32,13.64,,,,
4/27/2022 0:00,7.46,119.68,27.21,13.29,,,,
4/27/2022 1:00,7.137,127.94,28.87,13.29,,,,
4/27/2022 2:00,6.812,133.26,29.85,13.29,,,,
4/27/2022 3:00,6.423,144.32,32.08,13.47,,,,
4/27/2022 4:00,6.055,165.64,36.57,18.19,,,,
4/27/2022 5:00,6.132,193.89,42.54,20.99,,,,
4/27/2022 6:00,7.446,243.03,52.97,114.73,,,,
4/27/2022 7:00,9.073,261.76,56.48,244.14,,,,
4/27/2022 8:00,10.981,266.58,56.75,273.00,,,,
4/27/2022 9:00,12.165,255.82,53.51,274.75,,,,
4/27/2022 10:00,12.702,231.91,47.63,273.17,,,,
4/27/2022 11:00,12.983,210.32,42.48,247.64,,,,
4/27/2022 12:00,13.082,205.42,40.90,191.68,,,,
4/27/2022 13:00,13.036,188.78,37.12,196.75,,,,
4/27/2022 14:00,12.814,175.17,34.08,207.59,,,,
4/27/2022 15:00,12.417,169.73,32.73,164.04,,,,
4/27/2022 16:00,11.838,166.03,31.80,94.09,,,,
4/27/2022 17:00,11,167.79,31.98,45.12,,,,
4/27/2022 18:00,9.825,171.33,32.58,29.91,,,,
4/27/2022 19:00,8.494,190.03,36.11,23.09,,,,
4/27/2022 20:00,7.741,187.01,35.48,18.71,,,,
4/27/2022 21:00,7.216,176.60,33.45,16.26,,,,
4/27/2022 22:00,6.768,150.13,28.38,15.04,,,,
4/27/2022 23:00,6.391,133.33,25.13,14.69,,,,
4/28/2022 0:00,6.019,126.70,23.80,13.64,,,,
4/28/2022 1:00,5.675,128.46,24.04,13.12,,,,
4/28/2022 2:00,5.362,128.06,23.87,14.34,,,,
4/28/2022 3:00,5.081,144.29,26.81,13.64,,,,
4/28/2022 4:00,4.845,166.99,30.95,15.04,,,,
4/28/2022 5:00,4.822,191.09,35.34,15.91,,,,
4/28/2022 6:00,5.458,229.34,42.34,19.76,,,,
4/28/2022 7:00,6.409,240.52,44.39,34.98,,,,
4/28/2022 8:00,7.466,233.20,43.06,43.72,,,,
4/28/2022 9:00,8.46,214.15,39.68,43.37,,,,
4/28/2022 10:00,9.325,197.30,36.78,43.55,,,,
4/28/2022 11:00,10.029,187.85,35.25,36.90,,,,
4/28/2022 12:00,10.518,176.07,33.27,26.93,,,,
4/28/2022 13:00,10.824,148.89,28.33,21.69,,,,
4/28/2022 14:00,10.978,151.16,28.96,20.29,,,,
4/28/2022 15:00,10.974,144.32,27.83,18.89,,,,
4/28/2022 16:00,10.811,136.32,26.45,17.66,,,,
4/28/2022 17:00,10.465,135.69,26.47,16.96,,,,
4/28/2022 18:00,9.664,144.96,28.39,17.49,,,,
4/28/2022 19:00,8.198,152.46,29.95,16.96,,,,
