Datum/ Uhrzeit,Außenluft-temperatur [°C],ge. Wärme-lastgang [kW],Trink-WW-Lastgang [kW],Strom-lastgang [kW],,Eingabe,,
7/21/2022 14:00,25.51,39.45,32.92,17.66,,,,
7/21/2022 15:00,25.393,36.45,30.49,17.49,,,,
7/21/2022 16:00,25.033,34.10,28.61,16.26,,,,
7/21/2022 17:00,24.374,30.42,25.60,16.79,,,,
7/21/2022 18:00,23.327,28.92,24.44,16.44,,,,
7/21/2022 19:00,21.418,32.82,27.86,15.56,,,,
7/21/2022 20:00,19.445,32.14,27.38,16.79,,,,
7/21/2022 21:00,18.498,34.03,29.13,16.44,,,,
7/21/2022 22:00,17.826,30.43,26.18,16.09,,,,
7/21/2022 23:00,17.297,24.66,21.33,15.04,,,,
7/22/2022 0:00,16.857,25.53,22.19,14.69,,,,
7/22/2022 1:00,16.447,29.89,26.09,14.69,,,,
7/22/2022 2:00,16.094,34.66,30.37,14.69,,,,
7/22/2022 3:00,15.666,41.35,36.36,14.69,,,,
7/22/2022 4:00,15.257,53.64,47.31,15.39,,,,
7/22/2022 5:00,16.116,63.46,56.14,16.09,,,,
7/22/2022 6:00,17.814,48.35,42.91,14.34,,,,
7/22/2022 7:00,20.163,53.86,47.99,12.94,,,,
7/22/2022 8:00,22.395,40.37,36.12,13.99,,,,
7/22/2022 9:00,23.558,36.07,32.43,14.69,,,,
7/22/2022 10:00,24.466,36.22,32.74,15.22,,,,
7/22/2022 11:00,25.233,31.98,29.08,16.79,,,,
7/22/2022 12:00,25.882,32.23,29.49,16.44,,,,
7/22/2022 13:00,26.35,29.32,26.99,15.74,,,,
7/22/2022 14:00,26.591,27.20,25.19,16.09,,,,
7/22/2022 15:00,26.637,27.57,25.68,15.74,,,,
7/22/2022 16:00,26.481,25.55,23.94,16.79,,,,
7/22/2022 17:00,26.122,27.21,25.62,16.44,,,,
7/22/2022 18:00,25.218,29.29,27.70,16.79,,,,
7/22/2022 19:00,23.21,31.79,30.18,16.44,,,,
7/22/2022 20:00,21.624,32.84,31.26,16.79,,,,
7/22/2022 21:00,20.929,36.18,34.50,16.44,,,,
7/22/2022 22:00,20.297,31.41,29.99,16.09,,,,
7/22/2022 23:00,19.705,26.48,25.31,15.56,,,,
7/23/2022 0:00,19.128,24.10,23.07,14.34,,,,
7/23/2022 1:00,18.543,27.99,26.82,14.69,,,,
7/23/2022 2:00,17.94,27.69,26.56,14.34,,,,
7/23/2022 3:00,17.384,30.65,29.44,15.74,,,,
7/23/2022 4:00,16.92,38.16,36.68,15.56,,,,
7/23/2022 5:00,17.949,49.27,47.42,38.48,,,,
7/23/2022 6:00,20.204,62.18,59.92,113.68,,,,
7/23/2022 7:00,22.642,68.08,65.68,206.37,,,,
7/23/2022 8:00,25.368,48.65,46.98,236.80,,,,
7/23/2022 9:00,27.047,45.62,44.11,234.70,,,,
7/23/2022 10:00,28.428,44.94,43.54,229.28,,,,
7/23/2022 11:00,29.579,41.56,40.34,200.42,,,,
7/23/2022 12:00,30.508,39.72,38.62,163.52,,,,
7/23/2022 13:00,31.167,32.58,31.73,174.54,,,,
7/23/2022 14:00,31.525,31.21,30.44,164.74,,,,
7/23/2022 15:00,31.553,30.02,29.32,118.75,,,,
7/23/2022 16:00,31.303,27.48,26.87,70.30,,,,
7/23/2022 17:00,30.715,28.63,28.03,38.65,,,,
7/23/2022 18:00,29.425,29.15,28.58,26.76,,,,
7/23/2022 19:00,26.114,34.16,33.52,21.86,,,,
7/23/2022 20:00,23.678,37.01,36.36,19.24,,,,
7/23/2022 21:00,22.675,33.41,32.86,18.19,,,,
7/23/2022 22:00,21.885,32.14,31.65,17.84,,,,
7/23/2022 23:00,21.186,24.88,24.53,15.56,,,,
7/24/2022 0:00,20.539,21.12,20.83,14.34,,,,
7/24/2022 1:00,19.939,26.30,25.97,14.69,,,,
7/24/2022 2:00,19.406,26.65,26.33,14.34,,,,
7/24/2022 3:00,18.925,29.69,29.35,15.74,,,,
7/24/2022 4:00,18.535,37.19,36.79,15.56,,,,
7/24/2022 5:00,19.734,47.47,46.98,38.48,,,,
7/24/2022 6:00,21.824,61.77,61.16,113.68,,,,
7/24/2022 7:00,24.284,67.22,66.58,206.37,,,,
7/24/2022 8:00,27.442,51.39,50.92,236.80,,,,
7/24/2022 9:00,30.07,47.99,47.57,234.70,,,,
7/24/2022 10:00,31.699,47.37,46.96,229.28,,,,
7/24/2022 11:00,32.805,43.88,43.51,200.42,,,,
7/24/2022 12:00,33.592,41.56,41.22,163.52,,,,
7/24/2022 13:00,34.13,33.96,33.70,174.54,,,,
7/24/2022 14:00,34.373,31.02,30.78,164.74,,,,
7/24/2022 15:00,34.317,29.68,29.46,118.75,,,,
7/24/2022 16:00,34.084,26.37,26.18,70.30,,,,
7/24/2022 17:00,33.618,27.63,27.43,38.65,,,,
7/24/2022 18:00,32.118,28.35,28.15,26.76,,,,
7/24/2022 19:00,29.176,33.19,32.94,21.86,,,,
7/24/2022 20:00,27.084,34.89,34.64,19.24,,,,
7/24/2022 21:00,25.932,31.59,31.35,18.19,,,,
7/24/2022 22:00,24.949,30.52,30.29,17.84,,,,
7/24/2022 23:00,24.024,23.46,23.28,15.56,,,,
7/25/2022 0:00,23.204,20.93,20.77,14.34,,,,
7/25/2022 1:00,22.471,26.08,25.88,14.69,,,,
7/25/2022 2:00,21.842,26.80,26.59,14.34,,,,
7/25/2022 3:00,21.319,27.61,27.39,15.74,,,,
7/25/2022 4:00,20.906,36.85,36.56,15.56,,,,
7/25/2022 5:00,21.647,57.47,57.02,38.48,,,,
7/25/2022 6:00,23.56,66.47,65.94,113.68,,,,
7/25/2022 7:00,25.631,66.85,66.31,206.37,,,,
7/25/2022 8:00,28.72,51.14,50.71,236.80,,,,
7/25/2022 9:00,31.322,47.78,47.38,234.70,,,,
7/25/2022 10:00,32.959,47.18,46.78,229.28,,,,
7/25/2022 11:00,34.176,43.74,43.35,200.42,,,,
7/25/2022 12:00,34.952,41.46,41.07,163.52,,,,
7/25/2022 13:00,35.374,33.91,33.59,174.54,,,,
7/25/2022 14:00,35.479,31.00,30.69,164.74,,,,
7/25/2022 15:00,35.248,29.70,29.39,118.75,,,,
7/25/2022 16:00,34.713,26.43,26.14,70.30,,,,
7/25/2022 17:00,33.706,27.73,27.41,38.65,,,,
7/25/2022 18:00,31.601,28.51,28.16,26.76,,,,
7/25/2022 19:00,28.529,33.44,33.02,21.86,,,,
7/25/2022 20:00,26.564,35.24,34.79,19.24,,,,
7/25/2022 21:00,25.575,31.99,31.57,18.19,,,,
7/25/2022 22:00,24.658,31.00,30.58,17.84,,,,
7/25/2022 23:00,23.799,23.89,23.57,15.56,,,,
7/26/2022 0:00,23.028,21.81,21.50,14.34,,,,
7/26/2022 1:00,22.313,27.27,26.87,14.69,,,,
7/26/2022 2:00,21.638,28.11,27.69,14.34,,,,
7/26/2022 3:00,21.016,29.06,28.61,15.74,,,,
7/26/2022 4:00,20.46,38.94,38.31,15.56,,,,
7/26/2022 5:00,21.043,60.95,59.94,38.48,,,,
7/26/2022 6:00,22.793,70.76,69.54,113.68,,,,
7/26/2022 7:00,24.992,71.44,70.13,206.37,,,,
7/26/2022 8:00,27.94,54.85,53.79,236.80,,,,
7/26/2022 9:00,30.241,51.45,50.35,234.70,,,,
7/26/2022 10:00,31.626,51.00,49.77,229.28,,,,
7/26/2022 11:00,32.608,47.46,46.16,200.42,,,,
7/26/2022 12:00,33.273,45.14,43.74,163.52,,,,
7/26/2022 13:00,33.607,37.05,35.74,174.54,,,,
7/26/2022 14:00,33.562,33.98,32.61,164.74,,,,
7/26/2022 15:00,33.169,32.65,31.16,118.75,,,,
7/26/2022 16:00,32.457,29.13,27.62,70.30,,,,
7/26/2022 17:00,31.395,30.63,28.85,38.65,,,,
7/26/2022 18:00,29.725,31.54,29.50,26.76,,,,
7/26/2022 19:00,27.428,37.04,34.41,21.86,,,,
7/26/2022 20:00,25.648,39.07,36.08,19.24,,,,
7/26/2022 21:00,24.491,35.48,32.58,18.19,,,,
7/26/2022 22:00,23.436,34.38,31.41,17.84,,,,
7/26/2022 23:00,22.458,26.49,24.09,15.56,,,,
7/27/2022 0:00,21.571,25.26,22.86,14.34,,,,
7/27/2022 1:00,20.781,29.62,26.70,14.69,,,,
7/27/2022 2:00,20.061,30.30,27.22,14.34,,,,
7/27/2022 3:00,19.442,30.57,27.39,15.74,,,,
7/27/2022 4:00,18.959,40.20,35.91,15.56,,,,
7/27/2022 5:00,19.22,51.89,46.24,38.48,,,,
7/27/2022 6:00,20.188,65.45,58.18,113.68,,,,
7/27/2022 7:00,21.674,75.94,67.31,206.37,,,,
7/27/2022 8:00,23.101,60.29,53.26,236.80,,,,
7/27/2022 9:00,24.211,56.26,49.53,234.70,,,,
7/27/2022 10:00,25.058,53.74,47.15,229.28,,,,
7/27/2022 11:00,25.766,48.95,42.83,200.42,,,,
7/27/2022 12:00,26.271,46.39,40.47,163.52,,,,
7/27/2022 13:00,26.417,40.23,34.99,174.54,,,,
7/27/2022 14:00,26.285,34.55,29.97,164.74,,,,
7/27/2022 15:00,25.917,33.78,29.22,118.75,,,,
7/27/2022 16:00,25.38,29.40,25.36,70.30,,,,
7/27/2022 17:00,24.654,32.43,27.90,38.65,,,,
7/27/2022 18:00,23.7,34.32,29.46,26.76,,,,
7/27/2022 19:00,22.414,41.38,35.43,21.86,,,,
7/27/2022 20:00,21.363,41.81,35.72,19.24,,,,
7/27/2022 21:00,20.726,39.24,33.44,18.19,,,,
7/27/2022 22:00,20.1,35.72,30.38,17.84,,,,
7/27/2022 23:00,19.51,27.23,23.11,15.56,,,,
7/28/2022 0:00,19.018,27.84,23.58,14.34,,,,
7/28/2022 1:00,18.564,28.31,23.93,14.69,,,,
7/28/2022 2:00,18.156,27.16,22.92,14.69,,,,
7/28/2022 3:00,17.792,30.77,25.93,14.69,,,,
7/28/2022 4:00,17.474,38.19,32.12,15.39,,,,
7/28/2022 5:00,17.752,44.46,37.33,16.79,,,,
7/28/2022 6:00,18.548,61.47,51.52,17.84,,,,
7/28/2022 7:00,19.819,65.44,54.72,21.34,,,,
7/28/2022 8:00,21.176,58.26,48.62,28.86,,,,
7/28/2022 9:00,22.405,50.13,41.76,33.75,,,,
7/28/2022 10:00,23.455,53.38,44.41,33.05,,,,
7/28/2022 11:00,24.255,39.57,32.88,26.93,,,,
7/28/2022 12:00,24.778,40.54,33.67,20.81,,,,
7/28/2022 13:00,25.006,36.40,30.25,18.89,,,,
7/28/2022 14:00,24.918,40.45,33.67,17.66,,,,
7/28/2022 15:00,24.606,37.44,31.25,17.49,,,,
7/28/2022 16:00,24.102,35.10,29.39,16.26,,,,
7/28/2022 17:00,23.455,31.37,26.36,16.79,,,,
7/28/2022 18:00,22.511,29.89,25.21,16.44,,,,
7/28/2022 19:00,21.289,34.00,28.77,15.56,,,,
7/28/2022 20:00,20.327,33.36,28.30,16.79,,,,
7/28/2022 21:00,19.675,35.31,29.98,16.44,,,,
7/28/2022 22:00,19.117,31.73,26.95,16.09,,,,
7/28/2022 23:00,18.658,25.76,21.89,15.04,,,,
7/29/2022 0:00,18.225,26.72,22.71,14.69,,,,
7/29/2022 1:00,17.813,31.33,26.62,14.69,,,,
7/29/2022 2:00,17.421,36.38,30.91,14.69,,,,
7/29/2022 3:00,17.034,43.45,36.91,14.69,,,,
7/29/2022 4:00,16.69,56.42,47.92,15.39,,,,
7/29/2022 5:00,16.972,66.83,56.73,16.09,,,,
7/29/2022 6:00,17.668,50.96,43.27,14.34,,,,
7/29/2022 7:00,18.953,56.81,48.37,12.94,,,,
7/29/2022 8:00,20.411,43.08,36.83,13.99,,,,
7/29/2022 9:00,21.805,38.14,32.78,14.69,,,,
7/29/2022 10:00,23.012,38.35,33.16,15.22,,,,
7/29/2022 11:00,24.101,33.91,29.50,16.79,,,,
7/29/2022 12:00,25.006,34.25,29.96,16.44,,,,
7/29/2022 13:00,25.662,31.23,27.46,15.74,,,,
7/29/2022 14:00,25.991,29.05,25.66,16.09,,,,
7/29/2022 15:00,25.973,29.54,26.20,15.74,,,,
7/29/2022 16:00,25.627,27.48,24.47,16.79,,,,
7/29/2022 17:00,24.999,29.38,26.24,16.44,,,,
7/29/2022 18:00,24.07,31.76,28.46,16.79,,,,
7/29/2022 19:00,22.353,34.64,31.11,16.44,,,,
7/29/2022 20:00,20.784,35.99,32.36,16.79,,,,
7/29/2022 21:00,19.963,39.87,35.89,16.44,,,,
7/29/2022 22:00,19.27,34.73,31.30,16.09,,,,
7/29/2022 23:00,18.696,29.65,26.75,15.56,,,,
7/30/2022 0:00,18.186,27.10,24.47,14.34,,,,
7/30/2022 1:00,17.741,31.71,28.64,14.69,,,,
7/30/2022 2:00,17.314,31.60,28.55,14.34,,,,
7/30/2022 3:00,16.901,35.28,31.86,15.74,,,,
7/30/2022 4:00,16.499,44.28,39.99,15.56,,,,
7/30/2022 5:00,17.108,57.69,52.08,38.48,,,,
7/30/2022 6:00,18.822,73.45,66.27,113.68,,,,
7/30/2022 7:00,20.909,77.72,69.99,206.37,,,,
7/30/2022 8:00,23.032,58.56,52.58,236.80,,,,
7/30/2022 9:00,24.665,55.41,49.56,234.70,,,,
7/30/2022 10:00,25.97,55.08,49.01,229.28,,,,
7/30/2022 11:00,26.977,51.38,45.44,200.42,,,,
7/30/2022 12:00,27.725,49.51,43.47,163.52,,,,
7/30/2022 13:00,28.213,40.92,35.64,174.54,,,,
7/30/2022 14:00,28.397,39.48,34.06,164.74,,,,
7/30/2022 15:00,28.21,38.22,32.65,118.75,,,,
7/30/2022 16:00,27.642,35.20,29.74,70.30,,,,
7/30/2022 17:00,26.732,36.86,30.81,38.65,,,,
7/30/2022 18:00,25.433,37.70,31.18,26.76,,,,
7/30/2022 19:00,23.192,44.34,36.30,21.86,,,,
7/30/2022 20:00,21.561,48.20,39.09,19.24,,,,
7/30/2022 21:00,20.735,43.63,35.06,18.19,,,,
7/30/2022 22:00,19.985,42.07,33.49,17.84,,,,
7/30/2022 23:00,19.209,33.44,26.37,15.56,,,,
7/31/2022 0:00,18.432,28.78,22.48,14.34,,,,
7/31/2022 1:00,17.785,34.54,26.75,14.69,,,,
7/31/2022 2:00,17.231,35.01,26.88,14.34,,,,
7/31/2022 3:00,16.752,38.98,29.69,15.74,,,,
7/31/2022 4:00,16.32,48.79,36.86,15.56,,,,
7/31/2022 5:00,16.651,62.18,46.59,38.48,,,,
7/31/2022 6:00,17.647,80.75,60.06,113.68,,,,
7/31/2022 7:00,19.107,84.28,62.36,206.37,,,,
7/31/2022 8:00,20.545,69.97,51.67,236.80,,,,
7/31/2022 9:00,21.68,62.23,45.94,234.70,,,,
7/31/2022 10:00,22.454,61.23,45.23,229.28,,,,
7/31/2022 11:00,22.984,56.54,41.83,200.42,,,,
7/31/2022 12:00,23.362,53.38,39.60,163.52,,,,
7/31/2022 13:00,23.569,43.49,32.38,174.54,,,,
7/31/2022 14:00,23.582,39.60,29.60,164.74,,,,
7/31/2022 15:00,23.308,37.78,28.37,118.75,,,,
7/31/2022 16:00,22.906,33.49,25.27,70.30,,,,
7/31/2022 17:00,22.278,35.00,26.53,38.65,,,,
7/31/2022 18:00,21.354,35.84,27.28,26.76,,,,
7/31/2022 19:00,19.624,41.89,32.00,21.86,,,,
7/31/2022 20:00,18.078,44.54,34.11,19.24,,,,
7/31/2022 21:00,17.298,42.58,32.69,18.19,,,,
7/31/2022 22:00,16.627,38.61,29.71,17.84,,,,
7/31/2022 23:00,16.034,30.37,23.43,15.56,,,,
8/1/2022 0:00,15.515,27.27,21.11,14.34,,,,
8/1/2022 1:00,15.047,32.72,25.41,14.69,,,,
8/1/2022 2:00,14.613,33.16,25.85,14.34,,,,
8/1/2022 3:00,14.2,38.29,29.96,15.74,,,,
8/1/2022 4:00,13.805,45.88,36.02,15.56,,,,
8/1/2022 5:00,14.432,57.05,44.95,38.48,,,,
8/1/2022 6:00,16.095,71.16,56.22,113.68,,,,
8/1/2022 7:00,18.458,80.73,63.93,206.37,,,,
8/1/2022 8:00,20.471,67.32,53.43,236.80,,,,
8/1/2022 9:00,21.879,60.15,47.84,234.70,,,,
8/1/2022 10:00,22.922,59.50,47.40,229.28,,,,
8/1/2022 11:00,23.801,55.26,44.08,200.42,,,,
8/1/2022 12:00,24.44,52.48,41.90,163.52,,,,
8/1/2022 13:00,24.79,43.02,34.34,174.54,,,,
8/1/2022 14:00,24.924,39.42,31.43,164.74,,,,
8/1/2022 15:00,24.776,37.85,30.13,118.75,,,,
8/1/2022 16:00,24.331,33.75,26.80,70.30,,,,
8/1/2022 17:00,23.626,35.48,28.09,38.65,,,,
8/1/2022 18:00,22.538,36.53,28.82,26.76,,,,
8/1/2022 19:00,20.391,42.90,33.73,21.86,,,,
8/1/2022 20:00,18.812,45.24,35.49,19.24,,,,
8/1/2022 21:00,18.1,44.00,34.46,18.19,,,,
8/1/2022 22:00,17.518,40.06,31.33,17.84,,,,
8/1/2022 23:00,17.047,31.64,24.72,15.56,,,,
8/2/2022 0:00,16.68,29.09,22.69,14.34,,,,
8/2/2022 1:00,16.298,35.04,27.27,14.69,,,,
8/2/2022 2:00,15.853,35.64,27.66,14.34,,,,
8/2/2022 3:00,15.416,39.85,30.84,15.74,,,,
8/2/2022 4:00,14.959,50.10,38.68,15.56,,,,
8/2/2022 5:00,15.37,61.88,47.66,38.48,,,,
8/2/2022 6:00,16.925,83.80,64.41,113.68,,,,
8/2/2022 7:00,19.285,87.98,67.40,206.37,,,,
8/2/2022 8:00,21.188,73.49,55.96,236.80,,,,
8/2/2022 9:00,22.474,65.73,49.69,234.70,,,,
8/2/2022 10:00,23.436,65.02,48.80,229.28,,,,
8/2/2022 11:00,24.048,60.34,44.99,200.42,,,,
8/2/2022 12:00,24.375,57.21,42.40,163.52,,,,
8/2/2022 13:00,24.464,46.78,34.48,174.54,,,,
8/2/2022 14:00,24.263,42.72,31.34,164.74,,,,
8/2/2022 15:00,23.881,40.85,29.86,118.75,,,,
8/2/2022 16:00,23.277,36.27,26.43,70.30,,,,
8/2/2022 17:00,22.479,37.93,27.59,38.65,,,,
8/2/2022 18:00,21.329,38.84,28.21,26.76,,,,
8/2/2022 19:00,19.544,45.35,32.91,21.86,,,,
8/2/2022 20:00,18.324,48.15,34.89,19.24,,,,
8/2/2022 21:00,17.65,45.94,33.20,18.19,,,,
8/2/2022 22:00,17.037,41.54,29.94,17.84,,,,
8/2/2022 23:00,16.522,32.57,23.41,15.56,,,,
8/3/2022 0:00,15.984,29.80,21.35,14.34,,,,
8/3/2022 1:00,15.421,34.46,24.62,14.69,,,,
8/3/2022 2:00,14.916,34.17,24.35,14.34,,,,
8/3/2022 3:00,14.522,38.39,27.31,15.74,,,,
8/3/2022 4:00,14.231,44.85,31.85,15.56,,,,
8/3/2022 5:00,14.7,54.54,38.67,38.48,,,,
8/3/2022 6:00,15.833,70.92,50.21,113.68,,,,
8/3/2022 7:00,17.37,82.54,58.50,206.37,,,,
8/3/2022 8:00,18.884,70.17,49.96,236.80,,,,
8/3/2022 9:00,20.303,63.00,45.13,234.70,,,,
8/3/2022 10:00,21.429,58.37,42.07,229.28,,,,
8/3/2022 11:00,22.231,52.70,38.23,200.42,,,,
8/3/2022 12:00,22.779,49.52,36.16,163.52,,,,
8/3/2022 13:00,23.106,42.59,31.32,174.54,,,,
8/3/2022 14:00,23.166,36.28,26.91,164.74,,,,
8/3/2022 15:00,23.038,35.21,26.36,118.75,,,,
8/3/2022 16:00,22.708,30.43,22.99,70.30,,,,
8/3/2022 17:00,22.082,33.36,25.44,38.65,,,,
8/3/2022 18:00,21.056,35.10,27.01,26.76,,,,
8/3/2022 19:00,19.077,42.11,32.69,21.86,,,,
8/3/2022 20:00,17.587,42.26,33.07,19.24,,,,
8/3/2022 21:00,16.895,41.37,32.64,18.19,,,,
8/3/2022 22:00,16.243,36.13,28.70,17.84,,,,
8/3/2022 23:00,15.65,27.82,22.25,15.56,,,,
8/4/2022 0:00,15.164,27.83,22.40,14.34,,,,
8/4/2022 1:00,14.777,28.23,22.87,14.69,,,,
8/4/2022 2:00,14.418,30.06,24.49,14.69,,,,
8/4/2022 3:00,14.063,32.07,26.30,14.69,,,,
8/4/2022 4:00,13.741,38.71,31.94,15.39,,,,
8/4/2022 5:00,14.352,44.76,37.16,16.79,,,,
8/4/2022 6:00,16.122,55.78,46.56,17.84,,,,
8/4/2022 7:00,18.619,64.62,54.17,21.34,,,,
8/4/2022 8:00,20.609,57.50,48.27,28.86,,,,
8/4/2022 9:00,22.006,49.46,41.58,33.75,,,,
8/4/2022 10:00,23.187,52.66,44.38,33.05,,,,
8/4/2022 11:00,24.146,39.05,32.99,26.93,,,,
8/4/2022 12:00,24.923,40.04,33.90,20.81,,,,
8/4/2022 13:00,25.56,35.99,30.53,18.89,,,,
8/4/2022 14:00,25.896,40.06,34.04,17.66,,,,
8/4/2022 15:00,25.906,37.15,31.61,17.49,,,,
8/4/2022 16:00,25.622,34.89,29.72,16.26,,,,
8/4/2022 17:00,25.025,31.25,26.64,16.79,,,,
8/4/2022 18:00,23.942,29.85,25.46,16.44,,,,
8/4/2022 19:00,21.831,34.04,29.04,15.56,,,,
8/4/2022 20:00,20.294,33.49,28.57,16.79,,,,
8/4/2022 21:00,19.356,35.55,30.35,16.44,,,,
8/4/2022 22:00,18.62,32.03,27.37,16.09,,,,
8/4/2022 23:00,18.008,26.09,22.33,15.04,,,,
8/5/2022 0:00,17.513,27.14,23.27,14.69,,,,
8/5/2022 1:00,17.12,31.93,27.43,14.69,,,,
8/5/2022 2:00,16.849,37.22,32.04,14.69,,,,
8/5/2022 3:00,16.578,44.62,38.47,14.69,,,,
8/5/2022 4:00,16.238,58.17,50.22,15.39,,,,
8/5/2022 5:00,16.623,69.17,59.80,16.09,,,,
8/5/2022 6:00,17.875,52.96,45.84,14.34,,,,
8/5/2022 7:00,19.305,59.29,51.37,12.94,,,,
8/5/2022 8:00,21.179,45.15,39.16,13.99,,,,
8/5/2022 9:00,23.039,40.12,34.83,14.69,,,,
8/5/2022 10:00,24.288,40.50,35.14,15.22,,,,
8/5/2022 11:00,25.126,35.95,31.17,16.79,,,,
8/5/2022 12:00,25.842,36.44,31.56,16.44,,,,
8/5/2022 13:00,26.335,33.33,28.84,15.74,,,,
8/5/2022 14:00,26.499,31.09,26.86,16.09,,,,
8/5/2022 15:00,26.348,31.70,27.31,15.74,,,,
8/5/2022 16:00,25.93,29.55,25.37,16.79,,,,
8/5/2022 17:00,25.298,31.65,27.06,16.44,,,,
8/5/2022 18:00,24.062,34.27,29.18,16.79,,,,
8/5/2022 19:00,21.924,37.41,31.73,16.44,,,,
8/5/2022 20:00,20.549,38.88,32.87,16.79,,,,
8/5/2022 21:00,19.861,43.08,36.35,16.44,,,,
8/5/2022 22:00,19.293,37.52,31.60,16.09,,,,
8/5/2022 23:00,18.849,32.02,26.93,15.56,,,,
8/6/2022 0:00,18.492,29.25,24.56,14.34,,,,
8/6/2022 1:00,18.084,34.20,28.67,14.69,,,,
8/6/2022 2:00,17.611,34.07,28.51,14.34,,,,
8/6/2022 3:00,17.238,38.01,31.76,15.74,,,,
8/6/2022 4:00,16.899,47.68,39.80,15.56,,,,
8/6/2022 5:00,17.258,62.08,51.78,38.48,,,,
8/6/2022 6:00,18.372,79.01,65.83,113.68,,,,
8/6/2022 7:00,19.801,83.57,69.47,206.37,,,,
8/6/2022 8:00,21.545,66.93,55.40,236.80,,,,
8/6/2022 9:00,22.851,59.55,49.02,234.70,,,,
8/6/2022 10:00,23.922,59.17,48.40,229.28,,,,
8/6/2022 11:00,24.681,55.16,44.82,200.42,,,,
8/6/2022 12:00,25.254,53.11,42.84,163.52,,,,
8/6/2022 13:00,25.536,43.86,35.10,174.54,,,,
8/6/2022 14:00,25.287,42.27,33.53,164.74,,,,
8/6/2022 15:00,24.629,40.88,32.15,118.75,,,,
8/6/2022 16:00,24.006,37.60,29.33,70.30,,,,
8/6/2022 17:00,23.328,39.32,30.45,38.65,,,,
8/6/2022 18:00,22.249,40.16,30.88,26.76,,,,
8/6/2022 19:00,20.577,47.18,36.05,21.86,,,,
8/6/2022 20:00,19.589,51.21,38.88,19.24,,,,
8/6/2022 21:00,19.11,48.76,36.76,18.19,,,,
8/6/2022 22:00,18.618,44.18,33.05,17.84,,,,
8/6/2022 23:00,18.159,35.36,26.24,15.56,,,,
8/7/2022 0:00,17.718,30.37,22.34,14.34,,,,
8/7/2022 1:00,17.332,36.40,26.52,14.69,,,,
8/7/2022 2:00,17.03,36.82,26.58,14.34,,,,
8/7/2022 3:00,16.787,40.92,29.25,15.74,,,,
8/7/2022 4:00,16.603,51.12,36.16,15.56,,,,
8/7/2022 5:00,16.812,65.02,45.49,38.48,,,,
8/7/2022 6:00,17.364,84.26,58.36,113.68,,,,
8/7/2022 7:00,18.126,87.74,60.35,206.37,,,,
8/7/2022 8:00,19.276,72.67,49.87,236.80,,,,
8/7/2022 9:00,20.388,66.02,45.37,234.70,,,,
8/7/2022 10:00,21.265,63.26,43.61,229.28,,,,
8/7/2022 11:00,21.937,58.26,40.35,200.42,,,,
8/7/2022 12:00,22.353,54.85,38.20,163.52,,,,
8/7/2022 13:00,22.41,44.55,31.22,174.54,,,,
8/7/2022 14:00,22.213,40.42,28.55,164.74,,,,
8/7/2022 15:00,21.898,38.43,27.40,118.75,,,,
8/7/2022 16:00,21.54,33.92,24.43,70.30,,,,
8/7/2022 17:00,21.046,35.31,25.66,38.65,,,,
8/7/2022 18:00,20.204,35.99,26.39,26.76,,,,
8/7/2022 19:00,18.565,41.86,30.93,21.86,,,,
8/7/2022 20:00,17.358,44.29,32.96,19.24,,,,
8/7/2022 21:00,16.748,42.12,31.56,18.19,,,,
8/7/2022 22:00,16.154,37.99,28.64,17.84,,,,
8/7/2022 23:00,15.58,29.72,22.53,15.56,,,,
8/8/2022 0:00,15.055,26.55,20.22,14.34,,,,
8/8/2022 1:00,14.634,31.66,24.21,14.69,,,,
8/8/2022 2:00,14.246,33.92,26.03,14.34,,,,
8/8/2022 3:00,13.931,36.58,28.15,15.74,,,,
8/8/2022 4:00,13.672,43.52,33.59,15.56,,,,
8/8/2022 5:00,14.121,53.72,41.59,38.48,,,,
8/8/2022 6:00,15.546,66.48,51.68,113.68,,,,
8/8/2022 7:00,17.562,74.82,58.46,206.37,,,,
8/8/2022 8:00,19.65,61.88,48.53,236.80,,,,
8/8/2022 9:00,21.215,56.16,44.21,234.70,,,,
8/8/2022 10:00,22.463,53.77,42.60,229.28,,,,
8/8/2022 11:00,23.389,49.50,39.55,200.42,,,,
8/8/2022 12:00,24.048,46.62,37.61,163.52,,,,
8/8/2022 13:00,24.506,37.90,30.90,174.54,,,,
8/8/2022 14:00,24.747,34.46,28.40,164.74,,,,
8/8/2022 15:00,24.623,32.85,27.35,118.75,,,,
8/8/2022 16:00,24.15,29.11,24.47,70.30,,,,
8/8/2022 17:00,23.605,30.42,25.80,38.65,,,,
8/8/2022 18:00,22.536,31.16,26.61,26.76,,,,
8/8/2022 19:00,20.636,36.43,31.29,21.86,,,,
8/8/2022 20:00,19.42,38.27,33.05,19.24,,,,
8/8/2022 21:00,18.641,37.09,32.22,18.19,,,,
8/8/2022 22:00,17.846,33.67,29.41,17.84,,,,
8/8/2022 23:00,17.079,26.52,23.31,15.56,,,,
8/9/2022 0:00,16.363,24.34,21.53,14.34,,,,
8/9/2022 1:00,15.718,29.26,26.06,14.69,,,,
8/9/2022 2:00,15.199,29.74,26.66,14.34,,,,
8/9/2022 3:00,14.855,33.24,29.99,15.74,,,,
8/9/2022 4:00,14.71,41.41,37.58,15.56,,,,
8/9/2022 5:00,15.492,51.69,47.15,38.48,,,,
8/9/2022 6:00,17.224,70.12,64.21,113.68,,,,
